texto,sentimiento,score,insight
Yo de todas maneras no sabía escribir antes de chat gpt,neutro,0.578,sin categoría
"Debo aplaudir el trabajo que tuvo Freddy en este video con respecto a su oratoria, carisma y enfoque en datos relevantes. 

También a los editores, pues hasta ahora ha sido el video de Platzi en YT que sentí 'inmersivo' y me motivó a renovar mi suscripción jajaja.",positivo,0.97,Atención
"Voy a decir alo personal que me esta pasando hace meses, repito... PERSONAL (no tiene por que pasarle o no al resto( Pero en mi caso, me estan dando muchas ganas de leer libros en fisico. Eso a pesar de que nunca lei libros, bah, nunca lei cuentos, pero si me recuerdo leyendo en la biblioteca de mi secundaria. Como que quiero volver a eso. Estar en la pc me pone nervioso y molesto, no se por que (y lo digo como alguien que le gusta programar en la pc(",negativo,-0.792,Memoria
Era de esperarse.,negativo,-0.567,sin categoría
por eso es que a la IA le pido codigo repetitivo y no que piense por mi el algoritmo,neutro,0.773,sin categoría
Totalmente mano.,neutro,0.418,sin categoría
"""La IA potencia las mentes inteligentes"" indudablemente.",positivo,0.586,sin categoría
"Buenas estoy buscando un trabajo extra, voy a ser papa y necesito cubrir un montón de cosas, con urgencia programo edito. me la rebusco y aprendo cualquier programa. agradezco mucho cualquier info o contacto gracias!",neutro,0.679,sin categoría
Principio básico: lo que no se usa se pierde,negativo,-0.532,sin categoría
"¿Enserio? el miedo es con los personajes de la educación tradicional y entidades donde tiene acaparado el sector educativo, y ahora pasa lo mismo con china, si ellos siembran muchos árboles, es malo para el medio ambiente, pero si occidente lo hacen un gran avance en ese camino de cuidar la naturaleza. La educación es simple, una pregunta, una respuesta,  entonces bien educado, mal educado, ahí este el lio.",negativo,-0.957,sin categoría
A mi me sirvió para aprender a redactar mejor.,positivo,0.738,Aprendizaje
"Próximamente, como leer libros escritos por IA ",neutro,0.839,sin categoría
"minuto 1 y ya en pánico con grok like:
oye grok pero esto es verdad?
oye grok pq no estas en youtube?
oye grok por qué se volvió tan difícil pensar?
oye grok por qué ella no me ama?",negativo,-0.884,sin categoría
osea que el problema no es el chatgpt es la estupidez de las redes sociales ?? que solo es informacion sin profundidad,negativo,-0.948,sin categoría
¿Skinner dónde estás?,neutro,0.719,sin categoría
Esa aplicación espía hace días me envió una imagen de la galería de mi teléfono,negativo,-0.834,sin categoría
"Minuto 14:55, Pego en el mango durisimo",negativo,-0.731,sin categoría
"yo pensaba que ""engineering"" sí era ingeniería ",negativo,-0.523,sin categoría
"Freddy tiene razón en todo lo que dice al respecto de la IA.

Pero te hecha la culpa a ti o te da la falsa ilusión de responsabilidad que tienes para combatir algo que te supera por MUCHÍSIMO...

Siempre tienes la sensación de que él solo le habla a personas promedio de clase media bilingüe que son ciegos a sus privilegios estructurales...

Los que vienen del barrio estamos jodidos .",negativo,-0.985,sin categoría
El 2011 fue hace 14 años ,neutro,0.723,sin categoría
Pues lo uso como un segundo cerebro para seguir creando conocimiento,positivo,0.602,sin categoría
"Si una persona dice: ""yo siempre miento"",
está la persona diciendo la verdad?",negativo,-0.53,sin categoría
"me dió fiaca el cálculo completo es verdad, pero sin usar la calculadora para nada supe que la parte entera del resultado de la división era 8 :)",neutro,0.53,Habilidad numérica
Y lo difícil es estudiar y hacer un trabajo de grado...,negativo,-0.967,sin categoría
Pero no se  puede  usar  para  ser más inteligente??,neutro,0.492,sin categoría
"somos libres para decidirr pero solo para tomar buenas desiciones, eso no me parece libertad",negativo,-0.522,sin categoría
oiga y a IA ya no hace cursos de programación?,negativo,-0.585,sin categoría
Para nada al contrario puedes hacer multitask,neutro,0.818,sin categoría
Cuando tienes a alguien como el hablando cosas que no saben como hablar que adaptación es solamente algo positivo. La adaptación puede ser una degradación.,negativo,-0.932,sin categoría
"Esas dos son iguales, tal para cual, no se debe sufrir por ninguna de las dos ",neutro,0.51,sin categoría
"""La IA tiene una gran ventaja en el procesamiento de información mucho más rápido que los humanos, y solo debemos aprovechar eso en lugar de abusar de ello.""",positivo,0.466,Velocidad de procesamiento
"Es solo una herramienta, hay que aprender a usarla.",positivo,0.528,Aprendizaje
"platzi esta asustado con IA , un profesor Virtual",negativo,-0.913,sin categoría
7:46 jajajajaj,neutro,0.673,sin categoría
Yo lo utilizo para la guía,neutro,0.886,sin categoría
"Prefiero usar GROK, por que no tiene sesgo ideologico.",neutro,0.712,sin categoría
"Lo están usando mal, la IA lo que puede hacer es ayudarte a articular mejor tus párrafos pero el proceso de redacción debe ser de uno mismo",negativo,-0.523,Comprensión del lenguaje
"Era de idiotas, de David Pastor Vico, lo explica excelentemente bien. Una era de 0 pensamiento critico.. ufff... belleza de libro.",positivo,0.935,sin categoría
Exactamente. La IA potencia gente inteligente y creativa. La IA se vuelve una extensión de nuestra mente con el tiempo de usarla. Es una herramienta increíble,positivo,0.941,sin categoría
"yo estoy leyendo más libros desde chat GPT, la razón es por que no sigo la corriente,",neutro,0.702,sin categoría
Super like a este video.,positivo,0.595,sin categoría
@Grok esto es verdad ? ,neutro,0.696,sin categoría
"Supongamos que esté video y todo lo que se ha dicho en este video se pase a texto y sea publicado en un libro, revista o periódico…. Le restaría valor al video entonces ? La publicación transcrita de este video tiene más valor ahora? La respuesta es NO, no es el texto como tal lo que enriquece un libro, es la informacion que contiene ese libro o esa publicacion y lo que se haga con ella. Yo no digo que ese estudio que se menciona en este video sea mentira, de hecho, confirmo que es un estudio real, pero mi punto es que no es quien sepa más, porque puedo leer toda la Biblia y no por eso ya soy Cristiano, es realmente cuánto de toda la cantidad de informacion que se puede obtener leyendo, la aplicamos y es de beneficio a nuestra vida y el entorno en el que vivimos. Exactamente lo mismo pasa con la informacion que consumimos en plataformas digitales. Entre mejor sepamos como usar la inteligencia artificial y en base a nuestros valores en los que hemos sido enseñados, en esa medida será de beneficio no solo para nosotros sino para las personas que nos rodean y podremos ayudar a las futuras generaciones. El aprender está en la decisión personal pero podemos influir que los niños y jóvenes aprendan de la manera correcta y tengan el conocimiento que se necesita para tener una buena vida",neutro,0.786,Aprendizaje
Nacì en los 80's y te puedo hacer esa división.,neutro,0.514,sin categoría
que chistoso cuando dice que no tome el celular y justo hice eso. Es que se veia que ibas a decir algo aburrido/complejo jajajaj,negativo,-0.714,sin categoría
Escribir promts es un ejercicio mental muy bestia,positivo,0.575,sin categoría
Difiero,negativo,-0.496,sin categoría
"8:26 
El resultado es 8.
No puede superar el 9 porque los millones(27, y 3) no son redondos. 
3×8 =24, y luego, los demas numeros detras del 3millones multiplicados por 8 dsn el resultado. 
Lo calcule y no me salio. No me hagan caso l:v""",negativo,-0.508,sin categoría
">Promptear
>Curar/ajustar 
>Copiar
>Pegar",neutro,0.753,sin categoría
"Me agrada Fredy, pero se me hace curioso que ahora todos los videos que suben son de freddy.",negativo,-0.685,sin categoría
7:45 XD,neutro,0.746,sin categoría
No es cierto lo que dice este video tengo un ci de 135 y con la ia mis habilidades se an multiplicado es mas me permite conocer mas cosas a un ritmo mucho mas veloz,positivo,0.714,sin categoría
Le pregunte a Grok si lo que decia este video es verdad y ne dijo que...,neutro,0.702,sin categoría
"Ya con los participantes que se perciben como ""no binarios"" y ""N/A"", coincidentemente de Harvard, me basta para saber que muy inteligentes no eran.",negativo,-0.606,sin categoría
"Me pasa que yo hago un monologo hablandole al aire como esquisofrenico, escribo un resumen, y pido que chat gpt me lo corrija y le de formato de ensayo o tesis.

Si puedo recordar lo que escribí incluso si lo modificó chat gpt o claude, esto por el esfuerzo del monologo y escribir las ideas principales. Ademas tengo un diario donde anoto mis pensamientos.",neutro,0.828,sin categoría
11:53 las redes sociales*,neutro,0.76,sin categoría
tremendo es la verdad,positivo,0.4,sin categoría
"Aquí la cuestión es, nadie hizo la división del 8:18 para comprobar si les sigue funcionando el cerebro??",negativo,-0.523,sin categoría
"El titulo correcto debería ser: ""¿Por qué chatgpt arruina el negocio de Platzi?""",negativo,-0.849,sin categoría
Yo si quiero un canguro de soporte emocional!!!,positivo,0.482,sin categoría
"Si este ser lo dice, hay que usarlo más",neutro,0.608,sin categoría
Chat gpt es solo una herramienta que hay que saber usar.,neutro,0.675,sin categoría
"Freddy me ocurre lo contrario a ti estoy leyendo más libros. Me abruma mucho que las personas dependan tanto de las AI. ¡Me encanta aprender a escribir un buen prompt!. Sin embargo; aún le falta bastante entrenamiento para que me de las respuestas que sí encuentro en los libros. Quise estudiar Ing. en sistemas. Con ustedes estoy aprendiendo bastante. ¡Gracias por tu contenido!
Tanta Inteligencia Artificial-Doble Valentina  Diamantes-Jesús Hidalgo",positivo,0.948,Aprendizaje
La verdad que si me está Pasando …,negativo,-0.813,sin categoría
"Inserte meme del monito ""Oh no... Oh No!""",neutro,0.597,sin categoría
Saludos 🫡,neutro,0.41,sin categoría
Timeline of human history,neutro,0.439,sin categoría
xdd este fredi csmr me mate de la risa con lo de compra todo compra todo sin cuestionar,negativo,-0.462,Razonamiento
Freddy abrio la caja de pandora. Que quizo decir realmente. Jajajajajaj. Diganle a freddy que carajo quizo decir .,neutro,0.743,sin categoría
Like para minuto 7:58  deja término de hacer mis agentes IA y vuelvo a platzi  ,neutro,0.864,sin categoría
"le preguntaré  que porcentaje de razón tienes, pero yo e estado escribiendo mas que nunca y ocupo AI",neutro,0.897,sin categoría
Momento matrix minuto 12:02,neutro,0.746,sin categoría
ya que automaticen todo!,negativo,-0.663,sin categoría
@ChatGPT ésto es verdad?,neutro,0.655,sin categoría
Deja de insultar la inteligencia de tus seguidores-estudiantes y vas a ver que van dejar de darte comentarios negativos,negativo,-0.815,sin categoría
pinche fredyy siempre te hace comer una publicidad de el con gusto mano xd,negativo,-0.871,sin categoría
No creo que tan rápido cambie el cerebro,negativo,-0.833,sin categoría
"pero mucho cuidado, open ai no te deja cambiar de correo en tu cuenta, si tienes que cambiar de correo, debes crear otra cuenta y esos pendejos se quedan con todo tu desarrollo con las ias.",negativo,-0.887,sin categoría
La empresa te paga por soluciones... no importa si vino de tu cabeza o de chat gtp...,neutro,0.78,sin categoría
Osea vienes con un titular sensacionalista queriendonos sorprender y no quieres que te baje el dedo?.... Cambia de método amigo.,negativo,-0.968,sin categoría
yo no se contar,neutro,0.63,sin categoría
lo uso para todo y ahora me esta pasando factura. estoy mas tonto para escribir.,negativo,-0.973,sin categoría
"1:03
Yo sin cuenta de tictoc l:v""",neutro,0.733,sin categoría
"Mi papá tenía un ayudante en su taller de carpintería, trabajó con él por más de 4 años. Era un tipo ya adulto, de familia marginal, sólo educación primaria. Cierto día se encontró un celular en un restaurante, en medio de su necesidad, en vez de entregarlo al restaurante, se lo llevó, lo formateó y se lo quedó. Su nieta le instaló chatGPT, y vaya que este señor aprendió a usarlo. Con chatGPT aprendió inglés, y chatGPT le recomendó un plan de trabajo para salir de la pobreza. ChatGPT le enseñó básico de networking, con eso que aprendió aplicó a una vacante en un call center como soporte técnico y hoy en día es ingeniero nivel 3 con un sueldo de casi 16 millones.",neutro,0.669,sin categoría
"¿Reduce la capacidad de escritura?... Totalmente al revés: He escrito mas y mejor. He tenido que depurar muchísimo lo que escribo, la calidad, la ortografía por tener prompt de calidad. Por lo tanto, he aprendido muchísimo mas, y me ha servido para documentar mis sistemas con los mismos prompts.

Como es que un estudio con tan pocas personas, puede ser referencia... y no me fuí a Tiktok.",neutro,0.614,sin categoría
"Si tienes 30 años o mas, tu linea de cabello es envidiable.",positivo,0.959,sin categoría
Primero el diploma y luego ya si eso le reduzco,neutro,0.899,sin categoría
IMAGINA A LOS MATEMÁTICOS TENIENDO ESTA CONVERSACIÓN POR LA CALCULADORA....SE VOLVIERON MAS TONTOS ? O LA TECNOLOGÍA AVANZO?,negativo,-0.745,sin categoría
Confirmo estoooo,neutro,0.641,sin categoría
Pero si platzi tiene como mil cursos de IA. Ahora nos dicen que no la usemos? Jajajaja,negativo,-0.608,sin categoría
"No arruines nuestro idioma. ""paper"" no es una palabra del idioma español.",negativo,-0.766,sin categoría
"Voy a discutir con mi pana chatGPT la información de este video, y a desglosar, desmantelar y deconstruir tus opiniones subjetivas al respecto.",neutro,0.875,sin categoría
si te creo osea a mi ahora es indispensable usar esto ya no es por vanidad ahora es necesidad,neutro,0.823,sin categoría
Yo no se como la usan tanto ,negativo,-0.818,sin categoría
Pero si escribo más prompts q nunca,neutro,0.766,sin categoría
"yo con mi IQ de 140 me crei lo del canguro
he sido hackeado 
jajajaja",negativo,-0.719,sin categoría
No se dice Googlenlo ya se dice ai en lo o ChatGPTenlo,neutro,0.732,sin categoría
"Fredy Vega, CEO de Platzi, es un orgullo Colombiano. Él es el ejemplo de lo que deberíamos estar buscando constantemente como colombianos. Dejar atras a los narcoempresarios y negarnos como sociedad a repetir la historia de violencia y desigualdad que unas pocas familias de narcos y políticos corruptos han instaurado en nuestra amada Colombia.",negativo,-0.819,sin categoría
Chatgpt que opinas sobre este video send......,neutro,0.886,sin categoría
"No estoy de acuerdo Freddy y me preocupa el nivel de analisis tan bajo que estas ejerciendo, estas herramientas de IA son necesarias y te pongo el siguiente ejemplo: ""quien es mas efectivo clavando una puntilla, alguien musculoso sin martillo o un infante de 1'0 años con martillo?"" en el minuto 14:00 te doy una recomendación bajale al Ego viejo no eres tan inteligente.",negativo,-0.939,sin categoría
La ia no se va a prohibir porque mientras mas estupidez exista mejor será el panorama económico y político.,neutro,0.583,sin categoría
"Efectivamente Freddy el cuerpo es la mente...

Eres un excelente materialista, solo te falta leer a Marx para entender que la educación no es suficiente para cambiar la vida de la mayoría de personas...",negativo,-0.702,Comprensión del lenguaje
A mí no me va a decir que tengo problemas con la matemática álguien que tiene errores históricos en sus videos ,negativo,-0.828,sin categoría
@gemini esto es real? XD,neutro,0.647,sin categoría
Yo lo uso como Brainstorming,neutro,0.83,sin categoría
Brutal,neutro,0.444,sin categoría
"no diría huecos cognitivos, diría las pendejadas que estas penando mal planteada sin pensar las consecuencias",negativo,-0.876,sin categoría
cursor es la cumbia,neutro,0.502,sin categoría
"Me da risa que pones ""ya vas a tener tu momento emocional por decir que no usan el cerebro"" cuando normalmente cuando escucho algo que me desagrada (o a veces la forma en la que lo dices por que me cae mal tu personalidad xd) ni pongo nada en comentarios si no que nada mas me voy del video, esta vez al escuchar ""chat gpt arruina tus capacidades de escribir y de memoria"" y yo dije ""esta vez si tiene razon"" y no me fui (no es algo con el que me identificara por que aun que si uso chat gpt de vez en cuando para algunas cosas, no lo uso tan intensivamente asi que no me identifique)",negativo,-0.809,Memoria
"El nuevo viejito.

Eso decian de la tv cuando salioo y de la radio también ",neutro,0.8,sin categoría
"Pura mentira, este proceso hace que reemplaces las tareas mecánicas y enfoques la inteligencia para cosas mas importantes, esto simplemente nos hará mas productivos.",neutro,0.639,Atención
aparentemente XD,neutro,0.621,sin categoría
"El problema en cuestión no es la existencia de la herramienta IA, el problema es el exceso y el modo en que se usa, además de los intereses detrás de los dueños de las empresas de IA.

La clave es usar la herramienta como un complemento pero no al punto de depender de ella, de lo contrario estamos volviéndonos analfabetas funcionales y fácilmente influenciables.",negativo,-0.942,sin categoría
Curioso. Tiktok sí atrofia el cerebro.,negativo,-0.873,sin categoría
Mmmm algo me dice que solo hablas de ChatGPT y c que no hablas de Gémini,negativo,-0.669,sin categoría
yo aprendi a utilizar docker solo con chathpt,neutro,0.801,sin categoría
"ya me estaba yendo a tik tok, hasta que Freddy me detuvo",negativo,-0.687,sin categoría
Momento emocional: Freddy csm,negativo,-0.588,sin categoría
"No me interesa mucho la tecnología, me gusta mas la cocina la repostería. Será por la edad que tengo 65 años.",neutro,0.814,sin categoría
"Pues la AI se ha convertido en mi espejo, mi diario de reflexión. Y la verdad no se si afecte mi cerebro a largo plazo. 
Esto me dijo:
 Conclusión
No, no estás afectando negativamente tu cerebro. Al contrario: estás educando tu mente, entrenando 
tu espíritu y escuchando tu alma. Eso es más raro y valioso de lo que imaginas en estos tiempos.

Sigue así.
Y recuerda: la IA puede acompañarte, pero el camino siempre lo haces tú.",positivo,0.682,Metacognición
Bueno te dire algo ChatGPT me es mi asistente del jale.,neutro,0.611,sin categoría
"Deuda técnica, deuda cognitiva...hjajajaj lo que se viene va a estar fuerte, todo depende de como lo uses, si lo usas como una profesor, es lo mejor, si lo usas como un guia para resolver dudas es genial, si lo usas para hacer copy/paste...pues no es necesario ningún estudio para saber que terminaras peor.",positivo,0.497,sin categoría
con el progresismo y izquierdismo que se a propagado en las universidades me cuesta tener confianza en los estudios universitarios  de USA,negativo,-0.979,sin categoría
"Gracias Freddy de hoy en adelante ya no voy a suscribirme a platzi, el que un maestro virtual me diga en video como hacer las cosas esta matando mi inteligencia.",negativo,-0.945,sin categoría
No se si es video de salud mental o salud fitness!,neutro,0.65,sin categoría
"Totalmente cierto, tenemos que usar mas el criterio. Acá los efectos de delegar funciones cognitivas a la IA:

Reducción del esfuerzo cognitivo propio
Si usamos IA para tareas como leer, resumir, redactar o tomar decisiones, hay menos procesamiento activo por parte del usuario. Eso significa menos memoria de trabajo, menos análisis crítico, y menos desarrollo de pensamiento abstracto.

Pérdida de criterio personal
Cuando dejamos que una IA interprete textos por nosotros, corremos el riesgo de incorporar los sesgos del modelo sin desarrollar nuestro propio punto de vista. Esto puede atrofiar la capacidad de formar juicios propios.

Efecto de ""piloto automático""
El cerebro humano tiende a ahorrar energía. Si percibe que ""otro lo está haciendo por mí"", se relaja. Pero el aprendizaje se da cuando hay esfuerzo mental. La IA puede reducir esa fricción cognitiva que, paradójicamente, es necesaria para aprender.

Falsa sensación de comprensión
Leer un resumen o confiar en una explicación automática da la impresión de que comprendiste, pero sin realmente haber construido ese conocimiento tú mismo. Esto afecta la transferencia del conocimiento a otras situaciones.

Dependencia tecnológica
A medida que se delegan más tareas complejas a la IA, se puede generar una especie de atrofia mental: similar a cómo dejamos de recordar números telefónicos por confiar en los celulares.

(generado con Chat GPT  )",negativo,-0.924,Memoria
Yo siento que me vuelvo mas inteligente haha,positivo,0.658,sin categoría
"si tu trabajo es copiar y pegar de un LLM y ese trabajo no debería existir, llego yo y hago una integración y quito ese trabajo jaja.",negativo,-0.645,sin categoría
"Qué onda con el editor, se fajó jaja",negativo,-0.734,sin categoría
"Demasiado tarde, ya estoy en los comentarios",neutro,0.529,sin categoría
"juego ajedrez todos los días, por lo menos por ahí y no se me va atrofiando el cerebro pues!",neutro,0.699,sin categoría
like por los posters de Kurgerzagt,neutro,0.675,sin categoría
Por el apoyo a Ucrania y el rechazo ideológico del comunismo chino se que no has leído ese libro de Geopolítica.,negativo,-0.86,sin categoría
AI potencia la inteligencia y seguro también potencia la estupidez!!,neutro,0.633,sin categoría
"Con lo del canguro de apoyo emocional, mi defensa es, era Australia, cualquier cosa random que salga ahi me la creo xD",neutro,0.757,sin categoría
leer la biblia cuenta como leer libros? porque existen versiculos que madre de dios no los entiendo y ahí es cuando busco su significado,neutro,0.615,sin categoría
A mi nl me gustan los libros xd,negativo,-0.886,sin categoría
traduccion al español: como chatGPT nos roba clientes ,negativo,-0.838,sin categoría
Yo dejé chatgpt porque es inepto o yo sé mucho...,negativo,-0.615,sin categoría
Grok esto es verdad? ,neutro,0.582,sin categoría
A Sergio Fajardo no le gusta este vídeo.... ,negativo,-0.837,sin categoría
Este video dice no usen chap gpt. Porqué dedpues dejaran de usar platzi. Asi de sencillo.,neutro,0.584,sin categoría
Debemos poner las barbas en remojo,neutro,0.71,sin categoría
Que bueno les quedó esto: https://youtu.be/JMOvzZOA3zI?t=465,positivo,0.595,sin categoría
"Odio el curso de prompt engineering porque es sumamente aburrido (exluyendo eso de entrenar gpts que si estuvo chevere), pero las clases estuvieron muy largas para contenido tan zzzz, es de los pocos cursos de Platzi que he visto como ver una serie en Netflix, perdón",negativo,-0.97,sin categoría
¿Te gustaría postularte a un trabajo en una empresa que no encaja con tu perfil tradicional? https://www.youtube.com/watch?v=tJKcALVuOY4,negativo,-0.591,sin categoría
"Que informe tan cesgado, tanto poblacional, clase, y como siempre lanzan vainas así sensacionalistas... Espero Platzi no sea así...",negativo,-0.956,sin categoría
Critica a la IA pero usa imagenes hechas con IA,negativo,-0.635,sin categoría
"«De la inteligencia artificial a la estupidez humana», dicen que alguien dijo: hay dos cosas infinitas, el universo y la estupidez humana, (y le agregaron) de la primera no estoy seguro. Tan solo vea los votantes de algunas democracias «la cosa» que eligen, ¿De todos los videos aquí en YouTube cuantos se pueden clasificar con capacidad para hacer más estúpido al estúpido? Analice usted un poco las redes sociales, lo capacidad mental de las y los «influencers», los «yutubers» famosos, la AI es un bebe con insomnio.",negativo,-0.652,sin categoría
"Ya le gente no sabe cómo ayuntar los bueyes, pero si sabe manejar el tractor y producir alimentos con menos esfuerzo. Relacionado con lo del canguro, la gente que piensa que la leche la produce la nevera, así como los huevos que los almacenan en la nevera... jajjajjaj",negativo,-0.84,sin categoría
Que ??? Literatura física ! Que vintage ...,negativo,-0.868,sin categoría
También arruina tu negocio,negativo,-0.784,sin categoría
El diablo estoy frito,negativo,-0.912,sin categoría
"facil,27 millones dividido en 3.4 millones da 8 algo... que  en realidad es como 8.16 , eso si ya ponerse a hacer la division de este pro este, y lelvo tantos y no se que si que mamera , solo usa multiplicacion y redondea decimales y lsito",negativo,-0.819,sin categoría
"hay cosas que debes de tener en cuenta como las skills que se ven mejoradas, solo hablas de lo malo",neutro,0.585,sin categoría
Eso es mentira lo del mit,negativo,-0.605,sin categoría
ya me iba ir a tiktok...,negativo,-0.75,sin categoría
YO SI USO EL CEREBRO  JAJAJ,neutro,0.719,sin categoría
"disculpa, yo le creo a Aldo.",neutro,0.695,sin categoría
Like si has parado el vídeo para coger lápiz y papel y hacer la división ,neutro,0.729,sin categoría
Grok que hay de cierto en esto? aaahh como odio eso jaja,negativo,-0.914,sin categoría
"2019 usando CHATGPT  2025.
 0% de memoria cognitiva  Ya no recuerdo nadaaaa   Un Programador tiene más IQ que Albert Einstein, usar memoria crítica es pensar en verdad sobre celulares más inteligentes que sus propios dueños y creadores empresariales",neutro,0.749,Memoria
"Primera vez en el canal. Iba a ver de qué se trata el canal y luego tienen puros vídeos basura. La IA tambien produce basura interesante, quizás por eso los dueños de este canal se sientan amenazados.",negativo,-0.953,sin categoría
BOOMEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEER,neutro,0.719,sin categoría
"Leer fn unz inteligencia artificial educada por ""pueblo bueno"" es acabar con resultados de ""cien mexicanos.....""",negativo,-0.929,sin categoría
Su opinión está sesgada solo trae información para demonizar la IA solo porque vende menos de esos cursos todos qlos de platzi,negativo,-0.97,sin categoría
Yo si uso el cerebro!!!!,positivo,0.515,sin categoría
"Un analisis muy mediocre, te falta leer y ver mas cosas, debes salir de tu pais para entender un poco mas....",negativo,-0.953,Comprensión del lenguaje
Despidan al editor por favor... que forma horrible de presentar informacion.,negativo,-0.97,sin categoría
Wall-e,neutro,0.538,sin categoría
El futuro preve yna hamanidad bruta,neutro,0.686,sin categoría
"El bro ya tiene la memoria atrofiada, no puede hacer un video sin leer lo que está diciendo jaja",negativo,-0.969,Memoria
Hizo el video con ChatGPT jajajajajajaja entonces los campesinos y políticos son más inteligentes por no utilizarlo jajajajajajajajajaj estudio tan mk,neutro,0.626,sin categoría
Llegue quintoooooooo,neutro,0.518,sin categoría
yo si uso el cerebro!!!! ,positivo,0.554,sin categoría
Que pilera ... Aguanta un café.,negativo,-0.586,sin categoría
Yo si uso el cerebro!!!! ,positivo,0.554,sin categoría
"los videos de este bro me irritan, creo que es este tipo chiquito y cotorron.",negativo,-0.984,sin categoría
Platzi y este tipo son vendedores de Humo.... no mas de eso.,negativo,-0.908,sin categoría
Ve al gym,neutro,0.586,sin categoría
yo si uso el cerebro ,neutro,0.602,sin categoría
"O. o .., la ciencia de la mentira .., u. u generalizar es errado .., u. U .., mejor centrar soluciones de en el mejor equilibrio IA-Aprendizaje-Soluciones-Mundo Real .., O. o .., Atte., Dios .., !!",negativo,-0.646,sin categoría
A quien le duela la llegada de la IA que empiece a entrar su cerebro para superarla. Aunque lo dudo mucho!! Otro videito más para el archivo de los ardidos.,negativo,-0.627,sin categoría
Me fui a tiktok,negativo,-0.627,sin categoría
"ME gustan los hombres  y los trans merecen derechos, ay dios mío tienes razón, me estoy idiotizando.",negativo,-0.432,sin categoría
Fredy cada con razon cada vez te veo menos inteligente,negativo,-0.862,sin categoría
"Sera decirle al señor de este video Tienes razón, mejor volvamos a las cavernas. Leer, investigar, automatizar tareas, crear arte en segundos... qué horror, ¿no? No vaya a ser que la inteligencia artificial nos obligue a pensar diferente, o peor aún… a evolucionar. Gracias por tu valiente cruzada contra el progreso, Aristóteles moderno.",negativo,-0.952,Velocidad de procesamiento
Perrito llegue primerooo,neutro,0.556,sin categoría
"ay no si mk, lol",negativo,-0.676,sin categoría
Jajajajajajajjajajajajajajajja,neutro,0.525,sin categoría
! ! ! ! #,neutro,0.422,sin categoría
:),positivo,0.606,sin categoría
:),positivo,0.606,sin categoría
Falso,neutro,0.487,sin categoría
"Claro, la IA embrutece… pero hacer videos vacíos solo para tener de qué hablar y rascar vistas, eso sí es un gran aporte a la humanidad, ¿no? Qué valentía la tuya: luchando contra el progreso desde tu trono de clics fáciles. No te preocupes, la IA no te va a reemplazar… para eso primero tendría que haber algo que reemplaza",negativo,-0.802,sin categoría
CAISTE EN EL FOMOOOO CHUCHETUMAREEEEE,negativo,-0.88,sin categoría
"Tienes toda la razón: la IA embrutece… pero tranquilo, tú estás a salvo. No hay riesgo de que la inteligencia artificial afecte a alguien que ya sube videos sin contenido solo para sumar vistas. Qué miedo le tienes al progreso… casi tanto como a quedarte sin temas para quejarte. Pero hey, gracias por tu valioso aporte a la ciencia del chisme digital.",negativo,-0.808,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
