What is your university name ?,What is your current level of education?,How often do you use AI tools like ChatGPT  for academic purposes?,How do you think ChatGPT has influenced teaching methods in your courses?,Has ChatGPT influenced your approach to solving complex academic problems or  assignments  ?,Do you use ChatGPT for group study or collaborative learning ?,Do you feel that AI assists you in self-paced learning ?,Does ChatGPT help improve critical thinking and problem-solving?,Has ChatGPT provided useful guidance on your career path or educational choices ?,How worried are you about the privacy and safety of your personal data when using AI tools like ChatGPT for academic tasks?,Do you think relying too much on AI tools like ChatGPT could harm students creativity and critical thinking skills?,Do you believe using AI tools like ChatGPT reduces your creativity and critical thinking?,Do you believe AI tools (like ChatGPT) improve your learning experience?
Dhaka University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Jagannath University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Maybe
Jagannath University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Maybe
Jagannath University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Uncertain,Uncertain,Somewhat worried,Agree,Yes,Yes
Jagannath University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Postgraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Uncertain,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Uncertain,Somewhat worried,Strongly agree,Occasionally,No
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Uncertain,Uncertain,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,No,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Not worried,Strongly agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Uncertain,Yes,Uncertain,Yes,Yes,Not worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Uncertain,Yes,Yes,Uncertain,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has had no impact on teaching methods,Yes,Yes,Yes,Uncertain,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Not worried,Strongly agree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,It has had no impact on teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
Dhaka International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Strongly agree,Yes,Yes
Bangladesh University Of Textiles,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Strongly agree,Occasionally,Yes
Bangladesh University Of Textiles,Undergraduate,Weekly,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,No,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,No
Daffodils International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,No,Yes,No,Yes,Somewhat worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Never,I am not sure how it affects teaching methods,Uncertain,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,No,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Uncertain,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Uncertain,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Uncertain,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Monthly,I am not sure how it affects teaching methods,Yes,No,No,No,Uncertain,Worried,Disagree,Yes,No
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,No,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,No
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,No,Yes,Somewhat worried,Disagree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Uncertain,Sometimes,Uncertain,Uncertain,Uncertain,Somewhat worried,Strongly disagree,Occasionally,No
Daffodil International University,Postgraduate,Monthly,It has improved teaching methods significantly,Uncertain,Yes,Uncertain,Yes,No,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Monthly,It has improved teaching methods significantly,Uncertain,No,Yes,No,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Somewhat worried,Strongly agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Uncertain,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Uncertain,Yes,Worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Somewhat worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
Daffodil International University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,No,Somewhat worried,Neither agree nor disagree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Uncertain,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,No,Uncertain,Yes,Yes,Not worried,Strongly agree,Occasionally,Maybe
Daffodil International University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Uncertain,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,No,Yes,Uncertain,Worried,Disagree,Yes,Maybe
Daffodil International University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Neither agree nor disagree,No,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Uncertain,Sometimes,Yes,Yes,Yes,Worried,Strongly disagree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Uncertain,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Jahangirnagar University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
Jahangirnagar University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Occasionally,No
Jahangirnagar University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Worried,Agree,Occasionally,Yes
Jahangirnagar University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jahangirnagar University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Jahangirnagar University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jahangirnagar University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
Jahangirnagar University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Strongly agree,Occasionally,Yes
Jahangirnagar University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
Jahangirnagar University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Uncertain,Yes,Somewhat worried,Strongly disagree,Occasionally,Maybe
City University,Postgraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,No
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Maybe
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Not worried,Strongly agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,No,Worried,Agree,Occasionally,Maybe
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Uncertain,Worried,Neither agree nor disagree,Yes,Yes
City University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,No,Yes,No,Worried,Agree,No,Yes
City University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
City University,Postgraduate,Daily,It has improved teaching methods significantly,Uncertain,Yes,Yes,No,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
City University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
City University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Agree,Occasionally,Yes
City University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
City University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
City University,Undergraduate,Daily,It has had no impact on teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Disagree,Yes,Yes
City University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Maybe
City University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
City University,Undergraduate,Monthly,It has had no impact on teaching methods,Yes,No,No,No,No,Not worried,Strongly disagree,No,No
City University,Postgraduate,Daily,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Postgraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
City University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Occasionally,Yes
City University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Maybe
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
City University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Maybe
City University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Strongly agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
City University,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Yes,Yes,Yes,Uncertain,Not worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
City University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Postgraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Uncertain,Yes,Not worried,Strongly agree,Yes,Maybe
City University,Undergraduate,Never,It has improved teaching methods significantly,Yes,Yes,No,Yes,Yes,Not worried,Disagree,No,No
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Maybe
City University,Postgraduate,Weekly,It has had no impact on teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Uncertain,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Disagree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
